,content,predicted,ground,star,item,brand
16125,A50 128G lỗi nhiều quá: . Phần đánh chữ hay chập phím nhảy chữ khác . Wifi căn đét cứ báo lỗi xác thực . Thỉnh thoảng còn có lỗi treo máy đơ ko ấn được gì cả,0,0,3,samsung-galaxy-a50-128gb,samsung
16126,Sau hơn 3 ngày mua về và trải nghiệm thì mình có nhận xét chi tiết về sản phẩm như sau ( mình cũng là dân công nghệ nhé) Phải ns là sản phẩm quá tuyệt vời. Mình khuyên thật là vs những a e nào muốn có 1 chếc đt trông sang chảnh hút mắt đi kèm vs nó là hiệu năng thì nên chọn e nó Đặc biệt e nó chiến game thì thôi rồi. Cái hay khi chơi game trên e nó mà mình thấy là e nó hộ trợ game tubo 2 .0 nên chơi sướng phải biết. Cụ thể là khi mình chơi liên quân mượt lừ rồi còn thoát ra tầm 20p lướt fb xong vào lại game vẫn chạy ko bị load lại. Cái này thôi mình đã thấy e nó bá đạo rồi Ông nào dùng e nó chơi game mà ko biết đến Game tubo 2 0 trên e nó hỗ trợ thì nghỉ đi nhé Thứ 2 là cam đẹp Màn hình Amoled sống động rực rỡ Pin bền. Mình làm 12h mà vừa chơi 2-3 trận Liên quân kềm vs xem yt lướt fb xem tik tok và linh tinh mà ko hôm nào hếtdc dưới 50% Ông nào bảo pin mau hết tụt nhanh thì nên xem xét lại vấn đề mua con tầm 3 triệu mà pin 4000 ấy về cho nó bền Các ông có biết là viên pin nó 4000 mà phải gánh màn hình full HD+ đi kèm đó lại là màn Amoled rực rỡ mà pin dc như vậy thì phải ns là thuộc vào loại trâu bò rồi đấy E nó chỉ có 1 điểm trừ duy nhất là vì vân tay ẩn trong màn hình trông rất đẹp nhưng ko nhạy bằng vân tay ở mặt sau truyền thống Ak còn nữa về cái khoản sạc thì e nó hỗ trỡ sạc nhanh nên bá đạo thật Sạc từ 10 đến 50% mất 30p và sạc đầy mất 1h30p Tóm lại vs 8tr thì ko 1 ai có thể qua mặt dc e nó thậm chí còn lấn lướt cả những sản phẩm cao cấp,1,1,5,xiaomi-mi-9t,xiaomi
16127,"Sản phẩm tốt. Nhân viên dán màn hình bị sai ( hôm qua mới để ý) . Quà tặng kèm ban đầu gọi xác nhận thì báo 5 ngày, nhân viên cửa hàng báo 5-7 ngày. Sau lại báo 25.08 đến cửa hàng nhận. Mình mua máy ngày 11.08 . tgdd ở chợ biên hòa.",1,1,3,huawei-nova-3,huawei
16128,"Mình mua đc hai tuần, máy đẹp, chụp ảnh tốt, nhưg máy hay bị đơ, chơi các game trung bình đc, pin xài đủ ngày lướt web tàm tạm, ram ít nên hay dẫn đến máy bị lag, ai mua chụp hình lướt face tạm đc",1,1,4,oppo-neo-7s,oppo
16129,"Pin: Rảnh ngồi chuyển file với lọ mọ dọn dẹp đt mà thấy pin sụt 11% trong khi cái IP cũ vẫn giữ nguyên chỉ số pin. Có chút hoang mang về pin. Ad chỉ giùm cách nào test pin với ạ! Màn hình: Độ sáng màn kiểu rực rỡ, ảo ảo. Khi sử dụng thấy màn hình buổi đêm thấy hơi hoa mắt dù đã cho độ sáng giảm min :)) Cảm ứng: rất tiếc ko nhạy như IP cũ của mình. Rất hay gõ sai ký tự. Chắc do kích cỡ keyboard khác hay sao ý. Hi vọng dùng lâu sẽ đỡ hơn. Vào web những chỗ ... phần mở rộng thường phải chọc chọc 3,4 lần mới mở ra đc. FaceID: tối là ko nhận ra đc. Thả tóc cũng có vẻ là thử thách với bộ nhận diện này. Mà nhận ra mặt xong cũng cần phải vuốt màn hình mới chịu cơ. Chưa biết cách bỏ công đoạn này. Còn Vân tay phải ấn mạnh dạn chút. Đừng nghĩ màn hình đau. ^^ Dây nối máy tính: mình chưa rõ sẽ nối với máy tính bằng cáp gì? Ad chỉ giùm với. Galaxy app quà tặng: hầu như đối tác trong HCM. Hãng kết nối thêm địa chỉ ngoài HN đi. Phần còn lại S pen thì siêu dễ thương rồi. Viết note lên đc cả video. Xoay xoay chụp chụp kiểu magic như đũa thần. Zalo, fb có ứng dụng song sinh. Tiện lợi cho ai 2 tài khoản ko cần out ra log vào. Chắc còn nhiều ưu điểm nữa, dân CN sẽ có nhiều bài review chuẩn mực hơn. Cuối cùng là nhiều like cho mấy bạn tư vấn ở 261 ĐC. Rất nhiệt tình và hỗ trợ tốt cho ng mua hàng.",1,1,4,samsung-galaxy-note-10-plus,samsung
16130,"Mua được 3 ngày, máy xài cực tốt, viên pin rất ok luôn, dùng từ sáng tới tối vẫn còn 27% pin và tới ngày sau pin vẫn không bị tụt, sạc nhanh. và cám ơn bạn Tài chi nhánh Hậu Giang tư vấn nhiệt tình",1,1,5,vivo-v7,vivo
16131,Mọi thứ ổn. Chỉ có cái nhận diện khuôn mặt thì tệ. Nhận diện vuông tay tốt hơn a5 2017.còn lại ổn cả,1,1,5,samsung-galaxy-a8-plus-2018,samsung
16132,"Máy khá mượt nhưng chơi game nặng vẫn giật và lag dù wf khỏe.vân tay không nhạy và chậm.chỉ có cái mở khóa bằng khuân mặt tốt và nhạy nhưng lại khá dài dòng khi qua 3 bước(đánh thức màn hình,mở khóa,vuốt màn hình)mới hoàn thành để vào sd máy.khá nóng khi tải fim hoặc cập nhật app,chơi game nhưng vẫn chấp nhận được.vỏ máy bằng nhựa nên không có cảm giác chắc chắn và lớp sơn dễ bị trầy.",1,1,3,samsung-galaxy-a50-128gb,samsung
16133,E mua lúc còn 5tr6 trc j7 prime ra mắt 1 tuần xài 3 thág r.ok...bin cũg trâu xem phim suốt...may ok.,1,1,4,samsung-galaxy-j7-2016,samsung
16134,"Good,đáp ứng tốt cho cv,xử lí mượt,tuy chụp hình ko đc đẹp,thiết kế thì rất đẹp,so sánh với những dòng máy bây giờ của ss thì còn rất ngon",1,1,4,samsung-galaxy-note-3,samsung
16135,Tốt lắm. Pin xài lâu. Chụp hình đẹp. Màu sắc nhẹ nhàng tinh tế. Mình rất hài lòng với cách phục vụ của nhân Viên o đây,1,1,5,oppo-a83,oppo
16136,"Giá quá tốt, chiến game ỗn, thiết kế khá đẹp, pin sài tốt trong một ngày online , cho năm sao về chất lượng",1,1,5,xiaomi-redmi-6,xiaomi
16137,"Mình mua máy hơn 7 tháng, xài vẫn OK, pin sạc khoảng 1h30'đến 1h45' là đầy, để qua đêm vẫn y nguyên 100%, chuẩn kháng nước kháng bụi ip68 năm nay dòng A6, A7 lại kg đc ưu tiên. Cảm ơn Samsung nhé !!!",1,1,5,samsung-galaxy-a7-2017,samsung
16138,"Sản phẩm quá tuyệt vời cấu hình mạnh chơi game quá mượt camera chân thực màng hình to, tôi rất thích sp này.",1,1,5,iphone-xs-max,iphone
16139,"Sản phẩm dùng rất thích. Nhìn chung thiết kế vẫn giống ip7 nhưng hiệu năng thì bỏ xa. Dùng rất mượt. Pin không trâu lắm nhưng được cái thời gian sạc giảm đi á. 30p là đc 50% rồi. Màu vàng đồng siu xinh lun. Tôi thấy các ông không cần chờ iphone X làm gì. Mua con này ngon đủ chiến game, cày phim đọc báo.",1,1,5,iphone-8-plus-256gb,iphone
16140,"Mọi thứ đều tốt so với tầm giá, kết nhất là khoản pin. Trước mình có dùng Nokia 6.1 ngày sạc pin 2-3 lần giờ chuyển sang em này dùng từ sáng đến 23h vẫn còn 20%pin. Có lỗi nhỏ là chạm 2 lần sáng màn hình hoạt động chưa ổn lắm, cảm biến tiệm cận cho cuộc gọi cũng chưa thực sự mượt. Nhưng khoảng giá đó thì cũng ko đòi hỏi gì hơn. đang gửi đánh giá bằng e nó .",1,1,4,xiaomi-redmi-7a,xiaomi
16141,"Với hãng Samsung thì khỏi phải bàn rồi. Camera đẹp, màn hình chuẩn sáng không bị mỏi mắt khi online lúc đêm, wifi bắt nhanh và tốc độ mượt.",1,1,5,samsung-galaxy-j3-lte,samsung
16142,"Máy tốt, pin trâu và sạc lên nhanh, giá cả mik thấy rẻ hơn so với chất lượng máy. Nói chung phù hợp vói như cầu của mik",1,1,5,oppo-a1k,oppo
16143,Cái này sài phải gọi là tuyệt vời ko có j để chê mua đc mấy tháng r nhưng sài vẫn mượt. Nói chung là tôi rất thích,1,1,5,huawei-y9-2019,huawei
16144,Pin trâu chơi pubg mượt .ai đang muốn mua đt vừa rẻ vs đt đẹp thì đt này là nhất mọi người triển đi.😁😁😁😁,1,1,5,realme-2,realme
16145,"Máy mình sau 2 ngày sử dụng thì thấy máy chạy đa nhiệm tốt.Mình sử dụng chế độ tiết kiệm pin,tắt always on display.Luôn tối ưu máy thì pin xài được cả ngày rất tốt.Xài tai nghe Bluetooth là thứ hao pin mà vẫn phải công nhận là pin vẫn ổn.Có thể hên do trúng máy tốt.Nhưng cũng thi thoảng gặp lỗi 503 lỗi mạng phải khởi động lại máycòn lại máy móc thì ổn.Khuyên nên mua bản 128gb,,64gb tình trạng bị lỗi còn nhiều hơn sao trời",1,1,5,samsung-galaxy-a7-2018-128gb,samsung
16146,"Điện thoại 106 này thiết kế khá đẹp, phím bấm cực êm và loa trong nghe rất to, rõ, giá lại quá rẻ, thật sự rất đáng tiền.",1,1,5,nokia-106-2018,nokia
16147,"Rất tốt mình đang xài bản 32g vừa tầm mạnh Thanh lịch,mình cho lên ios9.3.5luon xài rất hay k hao pin nữa",1,1,5,iphone-4s-16gb,iphone
16148,Sản phẩm tốt. Sài 11 tháng rồi vẫn ok không lag giât. tiếc là bộ nhớ trong quá ít. từ khi lên 6.0 thì càng ít hơn,1,1,5,samsung-galaxy-j5,samsung
16149,rất tốt.nói chung là đúng được cảm ứng mượt chơi game thích rất đáng mua.galaxy s6 dùngng thích và phù hợp với túi $ của những bạn thích đụn,1,1,5,samsung-galaxy-s6-edge,samsung
16150,Điện thoại hiệu này mọi người dùng hãy cẩn thận mình đã bị mất tiền và hình ảnh vì cái hiệu này rồi .nó đòi hỏi quyền tất cả các ứng dụng nếu người dùng không cấp quyền thì thiết bị báo lỗi.nghe đến xiaomi là khiếp rồi,0,0,1,xiaomi-mi-mix,xiaomi
16151,"Máy xài tốt, đèn pin thì tắt màn hình sẽ bị tắt theo, mọi thứ còn lại ổn, xài tốt pin trâu.",1,1,5,samsung-galaxy-a10,samsung
16152,ngon. được. tôi thích sản phẩm này. nghe nhạc oke. cấu hình mạnh. pin oke. loa to,1,1,5,oppo-r7,oppo
16153,Tôi xài đã hơn 1 năm mà máy chạy vẫn còn mượt như mới luôn pin xài một ngày không hết.,1,1,5,samsung-galaxy-a8-star,samsung
16154,Sài tốt nhưng k có vân tay điện thoại đẹp cũnghình cũng rất là ok nhưng nó hơi bị lag chụp hìn còn chưa đc cải tiến cho lắm,1,1,5,samsung-galaxy-a10,samsung
16155,"Rất tốt Đã sài 1 tuần Pin hay hết nhanh khi chơi nhạc và video, những liên quân đảm bảo rất lâu hết. Bắt Wi-Fi cực mạnh, máy vào game rất nhanh. Nhận dạng khuôn mặt nhanh ngay cả trong bóng tối không đèn. Chỉ tiết không có vân tay. Máy có hỗ trợ la bàn nữa.",1,1,5,oppo-a83,oppo
16156,"Máy xài đc hơn năm thấy tốt , chỉ tội pin hơn yếu . Kết nối mạng ít giật lag. Mong mau có bản cập nhật mới",1,1,5,mobell-nova-r1,mobell
16157,"Qua 1tuần sử dụng nhận sét sau : pin 3180 nhưng rất trâu hơn cả pin 4100 của xiaomi . sóng wfi , 4g khỏe , nghe gọi tốt . tốc độ cpu 2.5 + điểm antutu đc 80 k điểm chơi các tựa game 3d 2018 rất mượt . camera nét , màn hình hd thôi nhưng cũng nét Nhược điểm là bật chế độ bù sáng khi vào chỗ tối mở khóa khuôn mặt lúc đc lúc ko , nhưng vẫn cho 5 sao .",1,1,5,oppo-a83-2018-khong-tai-nghe,oppo
16158,"Buồn lắm khi mua sản phẩm này. Camera trước 16. mà sao chụp hình mờ quá, chụp hình trắng bệt y như xác sống ấy. Mua từ tháng 8 đến giờ mới để ý, cách đây 3 hôm đi bảo hành nhân viên kỹ thuật nâng cấp hệ điều hành cũng y chang vậy. Xui cái là lúc test thử camera thì trong showroom thegioididong đèn sáng chưng nên chụp ok. Ra ngoài chụp ảnh quá tệ. Bây giờ cảm thấy thất vọng khi mua sản phẩm này từ samsung, chụp hình camera 16. tệ quá xá tệ. Hix",0,0,2,galaxy-a5-2017,galaxy
16159,"pin hết nhanh, còn lại chạy tốt, màn hình to rất thích, tuy lâu lâu hơi bị đơ nhưng sài vẫn rất được",1,1,4,mobell-nova-p3,mobell
16160,Hay đứng máy camera Thì Chậm mờ ra Toàn Thấy màu đen lâu lắm mới Lên màn hình chụp,0,0,2,iphone-6s,iphone
16161,"Dùng rất ổn. Máy mượt. Pin ok, đáng giá. Dùng gần 5 tháng thấy không có lỗi vặt. Máy chơi game mát",1,1,5,xiaomi-mi-a1,xiaomi
16162,"Sản phẩm nhỏ, tiện lợi, bỏ túi rất gọn. Chế độ rung mạnh, loa nghe to rõ, lên cao không bị mất sóng như những điện thoại khác. Tôi rất thích sản phẩm này.",1,1,5,mobell-m228,mobell
16163,"Máy nhỏ gọn, giá tốt, rất đáng đồng tiền, chụp hình rõ, nghe gọi tốt, pin dùng lâu",1,1,5,nokia-210,nokia
16164,"Máy rất ok, chụp hình đẹp. Muốn chụp hình đẹp phải biết cách chụp. Loa hơi nhỏ, pin tốt nhưng không có sạc nhanh hơi bất tiện.",1,1,4,samsung-galaxy-j7-pro,samsung
16165,"Camera tệ còn bị đơ nữa,chụp trong điều kiện thiếu sáng thì ảnh bị rỗ cam sau 13MP cứ như 5MP cam trước 8MP nhìn ảnh cứ như chụp bằng camera 2MP ai thích chụp ảnh hay selfie không nên mua máy này",1,1,4,huawei-y6-prime-2018,huawei
16166,Chụp hình bán đêm không ánh sáng quá xấu hình ảnh không hiện rõ nét k bằng iPhone 5s,0,0,1,oppo-f7,oppo
16167,Giá trong tâm khúc thị trường! Để đảm bảo đc nhu cầu khách hàng Samsung đã rất cố gắng rồi! Con này pin khỏe với 4000mAh mà cổng sạc là MicroUSB nên sạc lâu cũng đúng! Tuy nhiên cấu hình khỏe hơn Galaxy A10 và mình cảm thấy rất hài lòng rồi! Không thể so sánh vs các dòng máy khác được vì những dòng có tính năng nổi trội riêng và mình thấy Samsung đã thực sự đang nghe theo người tiêu dùng tối ưu hóa rất nhiều thứ và thay đổi rất nhiều! Cảm ơn Samsung! Tiếp tục ra sản phẩm mới phục vụ người tiêu dùng nha Samsung!,1,1,5,samsung-galaxy-a10s,samsung
16168,Sản phẩm kiểu dáng đẹp nhưng nếu khắc phục một số hạn chế sau thì ok: - Pin mau hết - Không có tính năng kiểm soát thời lượng cuộc gọi,0,0,3,nokia-106-2018,nokia
16169,Hồi e mua máy này 7 triệu 990 gần 1 năm rồi xài vẫn thấy rất tốt sẽ ủng hộ oppo camera đẹp nói chung chưa hối hận vì mua nó,1,1,5,oppo-f7,oppo
16170,"Mình mua được 5 ngày dùng máy hdh ios mượt, màn hình nét, chụp ảnh lấy sáng tốt. .. ...mỗi tội pin hơi yếu so với tầm tiền này.",1,1,5,iphone-5s-16gb,iphone
16171,"Gia cả hợp lý, máy sử dụng tốt, vừa túi tiền của người sử dụng, tôi rất hài lòng về sản phẩm samsung galaxy A 7.",1,1,4,samsung-galaxy-a7,samsung
16172,"Mua máy chủ yếu nghe với gọi, máy này ae nhấn từ từ chậm thôi,nhấn nhanh máy ko phản hồi kịp là lắt treo máy, phải tắt nguồn khởi động lại xóa cái facbok thôi mà máy cũng treo luôn máy mới mua được 2 tuần rồi chủ yếu phát wifi thì ok giờ bán lại thì lỗ 20% thôi thì ôm hận mà sài cho nó sốc, thời buổi này ai nấy cũng Sài sờ mát phôn 4,7inh trở lên mình nghèo Sài cùi bắp cho nó sốc🤪🤪🤪",1,1,5,nokia-2720-2019,nokia
16173,"rất vuông, cứng đau tay, hơi bị đau tay chút chút, hơi bị đau tay chút chút, hơi bị đau tay chút chút",1,1,2,iphone-se-16gb,iphone
16174,Máy Ổn định sài tốt. nhưg sam sung chăm sóc khách hàg ở phú yên hog tốt,1,1,3,samsung-galaxy-s6-edge,samsung
16175,"Mua máy được gan 1 tháng.. máy đẹp cầm chắc tay, màn hình tuy LCD nhưng đẹp và rõ nét khi dùng ngoài nắng. Đặc biệt là pin rất ok, nếu k chơi game mà xài tác vụ bình thường như fb, zl. ... thì được gần 2 ngày. Nói chung ip Xr quá tốt.",1,1,5,iphone-xr-128gb,iphone
16176,"Máy quá hoàn hảo cam sau và hiệu năng hơn cả ipx vs s9, đẹp chiến game pin trâu còn sạc nhanh nữa, khỏi bàn",1,1,5,huawei-p20-pro,huawei
16177,"Máy dùng cực mượt, bắt wifi tốt. Dùng với máy khác mà máy đó bắt không được, máy của mình dùng ào ào khá là ưng. Màn hình lớn nên xem phim cực đã.",1,1,5,iphone-6s-128gb,iphone
16178,mọi thứ thì OK. chỉ mỗi tội là Pin nhanh hết và bắt WF ko được tốt và xa như Sam Sung,1,1,4,iphone-x-64gb,iphone
16179,"Máy dùng ổn đẹp trong tầm giá. Ghét mỗi em nhân viên cứ tư vấn sang em J4, bảo bây giờ con này ko đủ bộ nhớ, lỗi thời gì đó, chẳng nhẽ lại bảo con này bây giờ ko hợp thời thì nó sx ra bán cho ma à.",0,0,4,nokia-1,nokia
16180,Sau khi sử dụng máy được 3 ngày mình có Đôi lời đến 1 số bạn có ý định mua SS A80. 1. Mua với mục đích Làm việc thì ok. Chơi game thì không nên mua . 2. Máy nhận vân tay không nhạy 3. Thỉnh thoảng bị đơ máy khoảng 2s-3s. 3. Pin Tụt nhanh khi chơi game 4. trong khó nghe.,1,1,3,samsung-galaxy-a80,samsung
16181,Dùng 3 năm rồi. Máy vẩn tốt. Bị rơi vài lần mà ko bị gì.chụp ảnh ko tệ... Đúng là chất lường bền nồi đồng cối đá của j7 prime...!,1,1,5,samsung-galaxy-j7-prime,samsung
16182,"Dùng được 3 tháng. Dùng samsung có cài sẵn ghi âm cuộc gọi trong cài đặt, Huawei phải cài apk, mà chẳng được apk nào ghi tốt",1,1,3,huawei-nova-3i,huawei
16183,Dùng khá lâu r vẫn tốt như ban đầu. Có điều dạo này sạc khá chậm. Bình thường 3h là full mà nay phải 5h lận. Nói chung đt đáng mua với giá 5tr5,1,1,4,samsung-galaxy-j7-pro,samsung
16184,"Sản phẩm OK, nhẹ gọn, dễ sài, cấu hình điện thoại tốt đúng giá tiền cập nhật Wi-Fi nhanh",1,1,4,vivo-1610-y55s,vivo
16185,"Mọi thứ đều ổn định trong tầm giá chỉ có cái camera của con này hình như k hỗ trợ cho mấy ứng dụng gọi video thì phải, gọi video trên massager bị mờ như đt cùi ý",1,1,4,xiaomi-redmi-note-7-64gb-trang,xiaomi
16186,Máy sài bền pin ok nhưng có cái là viền của thân máy mới mua về là bị tróc rã rời.,1,1,5,samsung-galaxy-note-4,samsung
16187,sau hai tuần mình sử dụng thì máy chạy rất mượt chơi game 4h liên tục máy không bị nóng quá nhiều máy chỉ hơi ấm một chút và nhân viên rất tốt và nhiệt tình,1,1,5,xiaomi-redmi-note-6-pro,xiaomi
16188,Sản phẫm có dung lương pin khủng rất phù hợp với những ngừơi làm việc bận rộn đó,1,1,5,itel-p51,itel
16189,Mình thì công nhận là dùng cũng tốt chỉ hơi khỏ hiểu là mình mua mới cứng mà pin 3000 dùng cứ như 1500 vậy không hiểu sao 100% mà trong thông tin pin ghi dùng được 2tiếng đó là chưa lamf nhưng mà sạc thì chậm mình hơi khó hiểu không biết up rom có giúp tối ưu hoá cải thiện thời lượng không ạ?,0,0,4,nokia-31,nokia
16190,"mua được 5 tháng đem đi bảo hành 2 lần , mua 6 triệu mấy giờ đánh giá thu lại 2 triệu 500 ngàn , máy chính hãng bị lỗi mà thu lại với giá như dậy thà đem bỏ thùng rác còn hơn",0,0,1,samsung-galaxy-a3-2017,samsung
16191,Tuyệt vời.. Chơi game mượt.. Chụp hinh đẹp..sac nhanh... Nói chung rất hài lòng 🤑🤑🤑🤑,1,1,5,oppo-f9-6gb,oppo
16192,"Sản phẩm thiết kế bằng bóng trơn rất đẹp. Máy có thể lắp 2 sim , nghe đài FM không cần kết nối tai nghe. Rất tiện sử dụng",1,1,5,mobell-m389,mobell
16193,Ok dùng tốt. Nhưng máy có tuổi rồi nên không theo kịp ứng dụng,1,1,4,iphone-4s-16gb,iphone
16194,Sài xảm thấy bt. Ko có nhiều nổi bật. Cam chụp tạm được. Gõ nhẹ mặt lưng có tiếng kêu. Vân tay không nhạy. Và nhiều lúc bật máy lên thì máy bị đơ màn hình một lúc. Mình mới mua được 2 tuần. Không biết có đổi đc máy a9 khác không..và có mất phí đổi ko vậy ad.,0,0,4,samsung-galaxy-a9-2018,samsung
16195,Minh moi mua DC 5 thang ma phía sau lung co dấu hiệu bi tróc mau xanh o phía sau lung. Hoi that vong 1 ty. Con ngoai ra thi minh kha la OK be san phẩm vivo. Nhung noi chung minh van thích vivo v7 cu cua minh hon vivo v11i nay.,1,1,4,vivo-v11i,vivo
16196,"Mình mua được hơn 1 tuần mình có đánh giá như sao: _ về pin: dùng cũng tốt, mình để qua đêm mà không tốn % nào, xem youtube cũng được 3 tiếng rưỡi, chơi game 3D cũng được 3 tiếng _ về máy: có thiết kế đẹp và mỏng nhẹ, máy chơi game nặng cũng không bị giật, _ về camera: camera sau chụp hình khá, mình chụp tự động thì tốt hơn chỉnh tay, camera trước chụp hình đủ sáng thì ảo diệu, các bạn nữ thích selfe thì mua máy này chụp hình không cần chỉnh sửa * tóm lại: máy này dùng rất tốt sau hơn 1 tuần mình sử dụng",1,1,5,mobell-nova-i6,mobell
16197,"Từ khi cập nhật hệ thống mới dt rất khi mất sóng ,rớt mang khi choi liên quan, lag và đứng máy thường xuyên, lúc mới mua thì chơi không có j, cập nhật roi giờ dt tệ quá, không hiểu vi Sao lun, mong oppo khắc phuc nhanh",0,0,2,oppo-a83-2018-khong-tai-nghe,oppo
16198,quá tuyệt vơi. rất xứng với giá tiền . máy siêu nhạy. chụp ảnh siêu xinh. màn hình còn chia đôi quá tuyệt,1,1,5,oppo-a9,oppo
16199,"Vừa lấy máy hôm qua. Máy mượt. - Chơi PUBG và Liên Quân bao đã. - Chụp ảnh điều kiện tối hay sáng gì cũng đẹp, đặc biệt chống rung quá xuất sắc. - PIN trung bình khá, không khá hơn S9 bao nhiêu. Nhưng tốc độ lại sạc nhanh hơn đáng kể. - SAMSUNG dán sẵn màn hình và tặng ốp lưng luôn nên cảm thấy rất được. - Vân tay vẫn chưa thật sự nhạy so với đời trước, nhưng so với FaceID của Apple thì tương đương thời gian mở khóa.",1,1,5,samsung-galaxy-s10,samsung
16200,"Sản phẩm này sử dụng rất tốt, từ khi sử dụng đến nay chưa gặp bất kỳ lỗi nào, máy đã cập nhật lên phiên bản ios mới nhất chạy vẫn ok",1,1,5,iphone-se-64gb,iphone
16201,"Sau trải nghiệm 1 tuần, đánh giá sp thiết kế đẹp, chạy đa nhiệm mượt. Pin kéo được gần 2 ngày.",1,1,4,nokia-7-plus,nokia
16202,"Máy rất tốt, xài rất ổn định và mượt mà, cấu hình ngon, camera chụp rõ nét Sản phẩm tốt trong tầm giá",1,1,5,realme-2,realme
16203,"Camera tuy là 13MP nhưng mà selfie hình ảnh không đẹp, sáng, không mịn............",1,1,3,mobiistar-e-selfie,mobiistar
16204,"Nhìn chung rất ổn, máy giống mô tả, tuyệt nhất là có thể nhập danh bạ qua vcf. Nhân viên nhiệt tình, chu đáo. Tiếc là hk biết cách tắt chuông khởi động, đang chờ tư vấn",1,1,5,coolpad-f116,coolpad
16205,"Đầu tiên phải nói điện thoại đẹp nhưng hơi lạc quẻ đối với màu vàng và màu tím, máy tốt hiệu năng phù hợp với bản thân cá nhqan mình. Điểm Antutu mình chấm được 3 lần đều cao hơn so với mấy bài báo đánh giá mình đọc được tới hơn 15000 điểm",1,1,5,samsung-galaxy-a8-2018,samsung
16206,"Nhân viên tư vấn quá nhiệt tình, máy đẹp pin trâu đúng là huyền thoại của Nokia rất hài lòng khi sử dụng máy này làm máy phụ ....",1,1,5,nokia-3310-2017,nokia
16207,"màu đen quá phong cách, dùng càng nhìn càng thấy đẹp, lướt web cực nhanh, còn màn hình thì không bàn rất nét.",1,1,5,iphone-7-128gb,iphone
16208,"sản phẩm mua được 15 ngày rất ưng ý, khóai, ảnh chụp đẹp có bảo mật mở bằng pass, và nhận diện khuôn mặt, pin 4000 mAh dùng thỏai mái khi đi làm không lo hết pin trong ngày",1,1,5,huawei-y7-pro-2019,huawei
16209,"Máy thiết kế đẹp, cấu hình ổn chơi PUBG, liên quân không lag, pin dùng lâu, camera đẹp, nói chung là đáng mua.",1,1,5,oppo-f7-youth,oppo
16210,"Ai bảo điện thoại loạn cảm ứng, tôi mua đt đã qua sử dụng mà vẫn ngon, mọi thứ tuyệt vời...5 * tuyệt đối.",1,1,5,samsung-galaxy-m20,samsung
16211,"Máy cần hỗ trợ sạc nhanh .pin trâu ,cấu hình máy tạm chỉ chơi được những tựa game nhẹ chỉ đáp ứng như cầu cơ bản nói chung to trong tầm giá",1,1,4,itel-p51,itel
16212,chơi game hơi lag còn xem phim nghe nhạc tốt ```~`` pin cũng tạm ổn tiếc là mua được 5 tháng giá 10500000. ko được giảm giá máy vô tận rời mặt lưng rồi,1,1,3,samsung-galaxy-a9-2018,samsung
16213,"Dùng 2 app của bên thứ 3 kiểm tra cấu hình không giống như Oppo công bố đối với điện thoại A5s. Đây là những thông số có thể kiểm tra được, còn thông số không kiểm tra được thì chưa biết như thế nào. Bộ nhớ trong chênh lệch ~10GB làm giảm hiệu năng của điện thoại đáng kể đấy.",1,1,2,oppo-a5s,oppo
16214,"Máy có thiết kế khá đẹp, giá rẻ, cảm ứng ổn,pin dùng tương đối,máy dùng rất mượt.",1,1,4,xiaomi-redmi-4x,xiaomi
16215,Ai đang phân vân về sp này thì hãy mua ngay .thật sự rất hài lòng về độ hoàn thiện của máy .cầm chắc tay .màn hình full sd rất sướng .xứng đáng vs số tiền bỏ ra!!!,1,1,5,huawei-y9-prime-2019,huawei
16216,"Sản phẩm này tôi rất hài lòng. Pin rat trâu nữa. Tôi rất thích, no rất tuyệt vời",1,1,5,oppo-a71-32gb-2018,oppo
16217,"Máy này xài rất tốt,pin trâu xài được khoảng 9tiếng wifi,7tiếng 3G (cày game liên tục)nhân viên tgdd phục vụ nhiệt tình và chu đáo",1,1,5,itel-it1516-plus,itel
16218,Rẻ hơn cả lumia 730 . Chống rung quang học thì khỏi nói ... mua chứ ko thì hối hận,1,1,5,nokia-lumia-830,nokia
16219,"Điện thoại này trông rất sang, thời lượng pin tốt, camera chụp ảnh đẹp, nhiều tính năng hay.",1,1,5,huawei-p9,huawei
16220,Máy này có nút Google Assistant dùng rất sướng.. bấm vô hỏi và được trả lời liền ..,1,1,5,nokia-32-16gb,nokia
16221,"Quá tốt chơi pubg ổn ít lag máy ít nóng .phục vụ tốt,pin trâu .....................quá tốt thiết kế đẹp",1,1,5,vivo-y91,vivo
16222,"Máy ngon, sài lâu mà thấy không nóng máy với giá cả tốt trong tầm tiền, nếu lên được hệ điều hành 6.0 thì ngon",1,1,5,samsung-galaxy-j5,samsung
16223,"Máy nhìn nhỏ gọn, nghe gọi tốt, có cái là ứng dụng mặc định nó lại không cho xóa đi",1,1,4,nokia-210,nokia
16224,Mua máy từ tháng 4 máy sử dụng khá tốt trong tầm giá. Sử dụng mượt pin lâu. Chơi game chụp ảnh đều khá tốt đáng mua trong tầm giá. Chị nhân viên TGDĐ rất nhiệt tình,1,1,4,itel-it1508-plus,itel
16225,"Điện thoại nokia 2 ưu điểm pin trâu, phát wìi mạnh. Tuy nhiên sài ứng dụng hơi lag, tác vụ hơi chậm.",1,1,4,nokia-2,nokia
